

1519639739.320348009  Node Startup
1519640150.518540019 INFO [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle_frame.cpp:184(__cxx11::string turtlesim::TurtleFrame::spawnTurtle) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Spawning turtle [turtle1] at x=[5,544445], y=[5,544445], theta=[0,000000]
1519640255.056040597 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,757690, y=-0,011974])
1519640278.847352288 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,623480, y=-0,015960])
1519640278.864038945 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,622348, y=-0,015960])
1519640278.879738535 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,621215, y=-0,015960])
1519640278.895362685 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,620083, y=-0,015960])
1519640278.912001503 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,618951, y=-0,015960])
1519640278.927616476 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,617818, y=-0,015960])
1519640278.943253302 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,616686, y=-0,015960])
1519640278.959928798 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,615554, y=-0,015960])
1519640278.975754501 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,614421, y=-0,015960])
1519640278.991464099 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,613289, y=-0,015960])
1519640279.019710962 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,612156, y=-0,015960])
1519640279.023479849 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,611024, y=-0,015960])
1519640279.040142688 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,609892, y=-0,015960])
1519640279.055738536 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,608759, y=-0,015960])
1519640279.071326827 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,607627, y=-0,015960])
1519640279.087973218 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,606495, y=-0,015960])
1519640279.103660032 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,605362, y=-0,015960])
1519640279.119390085 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,604230, y=-0,015960])
1519640279.136043367 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,603097, y=-0,015960])
1519640279.151695889 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,601965, y=-0,015960])
1519640279.167340664 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,600833, y=-0,015960])
1519640279.183987837 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,599700, y=-0,015960])
1519640279.199678044 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,598568, y=-0,015960])
1519640279.215383595 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,597435, y=-0,015960])
1519640279.232086209 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,596303, y=-0,015960])
1519640279.247718893 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,595171, y=-0,015960])
1519640279.263342794 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,594038, y=-0,015960])
1519640279.279926332 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,592906, y=-0,015960])
1519640279.295544187 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,591774, y=-0,015960])
1519640279.312143786 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,590641, y=-0,015960])
1519640279.327813175 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,589509, y=-0,015960])
1519640279.343428000 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,588376, y=-0,015960])
1519640279.359247977 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,587244, y=-0,015960])
1519640279.375948117 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,586112, y=-0,015960])
1519640279.391638475 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,584979, y=-0,015960])
1519640279.407339922 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,583847, y=-0,015960])
1519640279.423977077 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,582715, y=-0,015960])
1519640279.439536715 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,581582, y=-0,015960])
1519640279.456146597 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,580450, y=-0,015960])
1519640279.471772253 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,579317, y=-0,015960])
1519640279.487427148 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,578185, y=-0,015960])
1519640279.504128022 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,577053, y=-0,015960])
1519640279.519812441 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,575920, y=-0,015960])
1519640279.535512487 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,574788, y=-0,015960])
1519640279.552198735 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,573655, y=-0,015960])
1519640279.567879098 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,572523, y=-0,015960])
1519640279.583633203 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,571391, y=-0,015960])
1519640279.599360062 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,570258, y=-0,015960])
1519640279.615967967 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,569126, y=-0,015960])
1519640279.631601467 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,567994, y=-0,015960])
1519640279.647313783 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,566861, y=-0,015960])
1519640279.663924028 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,565729, y=-0,015960])
1519640279.679490607 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,564596, y=-0,015960])
1519640279.696139966 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,563464, y=-0,015960])
1519640279.711761714 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,562332, y=-0,015960])
1519640279.727358102 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,561199, y=-0,015960])
1519640279.743951953 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,560067, y=-0,015960])
1519640279.759607665 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,558935, y=-0,015960])
1519640279.776158914 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,557802, y=-0,015960])
1519640279.791831276 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,556670, y=-0,015960])
1519640279.807529732 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,555537, y=-0,015960])
1519640279.824182147 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,554405, y=-0,015960])
1519640279.839749538 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,553273, y=-0,015960])
1519640279.855327618 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,552140, y=-0,015960])
1519640279.871971883 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,551008, y=-0,015960])
1519640279.887681653 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,549875, y=-0,015960])
1519640279.903372230 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,548743, y=-0,015960])
1519640279.920079483 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,547611, y=-0,015960])
1519640279.935738138 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,546478, y=-0,015960])
1519640279.951453403 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,545346, y=-0,015960])
1519640279.968164556 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,544214, y=-0,015960])
1519640279.983852130 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,543081, y=-0,015960])
1519640279.999524836 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,541949, y=-0,015960])
1519640280.019960229 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,540816, y=-0,015960])
1519640280.031670507 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,539684, y=-0,015960])
1519640280.047295532 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,538552, y=-0,015960])
1519640280.063993265 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,537419, y=-0,015960])
1519640280.079605448 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,536287, y=-0,015960])
1519640280.096185533 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,535154, y=-0,015960])
1519640280.111810096 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,534022, y=-0,015960])
1519640280.127404821 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,532890, y=-0,015960])
1519640280.143971475 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,531757, y=-0,015960])
1519640280.159596870 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,530625, y=-0,015960])
1519640280.176187737 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,529493, y=-0,015960])
1519640280.191828852 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,528360, y=-0,015960])
1519640280.207574478 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,527228, y=-0,015960])
1519640280.223238404 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,526095, y=-0,015960])
1519640280.239843248 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,524963, y=-0,015960])
1519640280.255509744 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,523831, y=-0,015960])
1519640280.272205724 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,522698, y=-0,015960])
1519640280.287899528 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,521566, y=-0,015960])
1519640280.303589759 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,520434, y=-0,015960])
1519640280.319306454 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,519301, y=-0,015960])
1519640280.335987131 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,518169, y=-0,015960])
1519640280.351680674 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,517036, y=-0,015960])
1519640280.367387865 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,515904, y=-0,015960])
1519640280.384091657 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,514772, y=-0,015960])
1519640280.399772626 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,513639, y=-0,015960])
1519640280.415418114 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,512507, y=-0,015960])
1519640280.432096217 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,511374, y=-0,015960])
1519640280.447704743 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,510242, y=-0,015960])
1519640280.463307657 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,509110, y=-0,015960])
1519640280.479964594 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,507977, y=-0,015960])
1519640280.495541729 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,506845, y=-0,015960])
1519640280.512150676 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,505713, y=-0,015960])
1519640280.527746350 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,504580, y=-0,015960])
1519640280.543403637 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,503448, y=-0,015960])
